Currency,Units per USD,USD per unit,Date
EUR,0.947,1.056,2022-06-25
GBP,0.815,1.227,2022-06-25
HKD,7.849,0.127,2022-06-25
INR,78.265,0.013,2022-06-25
MXN,19.867,0.05,2022-06-25
PEN,3.769,0.265,2022-06-25
PHP,54.914,0.018,2022-06-25
PLN,4.44,0.225,2022-06-25
SGD,1.388,0.72,2022-06-25
NZD,1.583,0.632,2022-06-25
AUD,1.443,0.693,2022-06-26
CAD,1.289,0.776,2022-06-26
CHF,0.959,1.042,2022-06-26
CNY,6.692,0.149,2022-06-26
EUR,0.947,1.056,2022-06-26
GBP,0.815,1.227,2022-06-26
HKD,7.849,0.127,2022-06-26
INR,78.254,0.013,2022-06-26
MXN,19.868,0.05,2022-06-26
PEN,3.771,0.265,2022-06-26
PHP,54.915,0.018,2022-06-26
PLN,4.439,0.225,2022-06-26
SGD,1.39,0.72,2022-06-26
NZD,1.581,0.632,2022-06-26
AUD,1.441,0.694,2022-06-27
CAD,1.287,0.777,2022-06-27
CHF,0.955,1.047,2022-06-27
CNY,6.692,0.149,2022-06-27
EUR,0.943,1.06,2022-06-27
GBP,0.813,1.23,2022-06-27
HKD,7.845,0.127,2022-06-27
INR,78.447,0.013,2022-06-27
MXN,19.882,0.05,2022-06-27
PEN,3.788,0.264,2022-06-27
PHP,54.861,0.018,2022-06-27
PLN,4.422,0.226,2022-06-27
SGD,1.384,0.722,2022-06-27
NZD,1.584,0.631,2022-06-27
AUD,1.445,0.692,2022-06-28
CAD,1.288,0.776,2022-06-28
CHF,0.956,1.046,2022-06-28
CNY,6.707,0.149,2022-06-28
EUR,0.949,1.054,2022-06-28
GBP,0.819,1.22,2022-06-28
HKD,7.848,0.127,2022-06-28
INR,79.006,0.013,2022-06-28
MXN,19.983,0.05,2022-06-28
PEN,3.781,0.264,2022-06-28
PHP,54.755,0.018,2022-06-28
PLN,4.453,0.225,2022-06-28
SGD,1.387,0.721,2022-06-28
NZD,1.599,0.626,2022-06-28
AUD,1.453,0.688,2022-06-29
CAD,1.287,0.777,2022-06-29
CHF,0.954,1.048,2022-06-29
CNY,6.7,0.149,2022-06-29
EUR,0.955,1.047,2022-06-29
GBP,0.823,1.215,2022-06-29
HKD,7.847,0.127,2022-06-29
INR,78.864,0.013,2022-06-29
MXN,20.175,0.05,2022-06-29
PEN,3.783,0.264,2022-06-29
PHP,54.961,0.018,2022-06-29
PLN,4.462,0.224,2022-06-29
SGD,1.392,0.718,2022-06-29
NZD,1.607,0.622,2022-06-29
AUD,1.451,0.689,2022-06-30
CAD,1.289,0.776,2022-06-30
CHF,0.955,1.047,2022-06-30
CNY,6.699,0.149,2022-06-30
EUR,0.957,1.045,2022-06-30
GBP,0.823,1.215,2022-06-30
HKD,7.847,0.127,2022-06-30
INR,79.03,0.013,2022-06-30
MXN,20.128,0.05,2022-06-30
PEN,3.811,0.262,2022-06-30
PHP,54.971,0.018,2022-06-30
PLN,4.484,0.223,2022-06-30
SGD,1.391,0.719,2022-06-30
NZD,1.602,0.624,2022-06-30
AUD,1.473,0.679,2022-07-01
CAD,1.292,0.774,2022-07-01
CHF,0.962,1.039,2022-07-01
CNY,6.701,0.149,2022-07-01
EUR,0.961,1.041,2022-07-01
GBP,0.83,1.205,2022-07-01
HKD,7.846,0.127,2022-07-01
INR,78.905,0.013,2022-07-01
MXN,20.318,0.049,2022-07-01
PEN,3.844,0.26,2022-07-01
PHP,55.129,0.018,2022-07-01
PLN,4.516,0.221,2022-07-01
SGD,1.397,0.716,2022-07-01
NZD,1.616,0.619,2022-07-01
AUD,1.467,0.682,2022-07-02
CAD,1.29,0.775,2022-07-02
CHF,0.959,1.042,2022-07-02
CNY,6.699,0.149,2022-07-02
EUR,0.959,1.043,2022-07-02
GBP,0.827,1.21,2022-07-02
HKD,7.847,0.127,2022-07-02
INR,78.948,0.013,2022-07-02
MXN,20.291,0.049,2022-07-02
PEN,3.828,0.261,2022-07-02
PHP,55.141,0.018,2022-07-02
PLN,4.5,0.222,2022-07-02
SGD,1.396,0.716,2022-07-02
NZD,1.614,0.62,2022-07-02
AUD,1.465,0.683,2022-07-03
CAD,1.288,0.776,2022-07-03
CHF,0.959,1.043,2022-07-03
CNY,6.689,0.149,2022-07-03
EUR,0.959,1.043,2022-07-03
GBP,0.826,1.21,2022-07-03
HKD,7.846,0.127,2022-07-03
INR,78.953,0.013,2022-07-03
MXN,20.36,0.049,2022-07-03
PEN,3.834,0.261,2022-07-03
PHP,55.152,0.018,2022-07-03
PLN,4.503,0.222,2022-07-03
SGD,1.396,0.716,2022-07-03
NZD,1.624,0.616,2022-07-03
AUD,1.457,0.686,2022-07-04
CAD,1.288,0.776,2022-07-04
CHF,0.961,1.041,2022-07-04
CNY,6.7,0.149,2022-07-04
EUR,0.959,1.043,2022-07-04
GBP,0.826,1.211,2022-07-04
HKD,7.846,0.127,2022-07-04
INR,78.947,0.013,2022-07-04
MXN,20.284,0.049,2022-07-04
PEN,3.83,0.261,2022-07-04
PHP,55.014,0.018,2022-07-04
PLN,4.525,0.221,2022-07-04
SGD,1.396,0.716,2022-07-04
NZD,1.609,0.622,2022-07-04
AUD,1.476,0.677,2022-07-05
CAD,1.306,0.765,2022-07-05
CHF,0.969,1.032,2022-07-05
CNY,6.718,0.149,2022-07-05
EUR,0.975,1.026,2022-07-05
GBP,0.838,1.194,2022-07-05
HKD,7.847,0.127,2022-07-05
INR,79.246,0.013,2022-07-05
MXN,20.548,0.049,2022-07-05
PEN,3.839,0.26,2022-07-05
PHP,55.433,0.018,2022-07-05
PLN,4.65,0.215,2022-07-05
SGD,1.406,0.711,2022-07-05
NZD,1.628,0.614,2022-07-05
AUD,1.476,0.677,2022-07-06
CAD,1.306,0.766,2022-07-06
CHF,0.972,1.029,2022-07-06
CNY,6.708,0.149,2022-07-06
EUR,0.983,1.017,2022-07-06
GBP,0.84,1.19,2022-07-06
HKD,7.847,0.127,2022-07-06
INR,79.054,0.013,2022-07-06
MXN,20.7,0.048,2022-07-06
PEN,3.871,0.258,2022-07-06
PHP,55.881,0.018,2022-07-06
PLN,4.718,0.212,2022-07-06
SGD,1.406,0.711,2022-07-06
NZD,1.629,0.614,2022-07-06
AUD,1.465,0.683,2022-07-07
CAD,1.299,0.77,2022-07-07
CHF,0.973,1.027,2022-07-07
CNY,6.702,0.149,2022-07-07
EUR,0.985,1.016,2022-07-07
GBP,0.834,1.199,2022-07-07
HKD,7.848,0.127,2022-07-07
INR,79.136,0.013,2022-07-07
MXN,20.607,0.049,2022-07-07
PEN,3.886,0.257,2022-07-07
PHP,55.967,0.018,2022-07-07
PLN,4.709,0.212,2022-07-07
SGD,1.401,0.714,2022-07-07
NZD,1.621,0.617,2022-07-07
AUD,1.459,0.686,2022-07-08
CAD,1.295,0.772,2022-07-08
CHF,0.978,1.023,2022-07-08
CNY,6.695,0.149,2022-07-08
EUR,0.983,1.018,2022-07-08
GBP,0.831,1.203,2022-07-08
HKD,7.848,0.127,2022-07-08
INR,79.258,0.013,2022-07-08
MXN,20.446,0.049,2022-07-08
PEN,3.895,0.257,2022-07-08
PHP,55.818,0.018,2022-07-08
PLN,4.697,0.213,2022-07-08
SGD,1.399,0.715,2022-07-08
NZD,1.615,0.619,2022-07-08
AUD,1.458,0.686,2022-07-09
CAD,1.296,0.772,2022-07-09
CHF,0.977,1.024,2022-07-09
CNY,6.697,0.149,2022-07-09
EUR,0.982,1.018,2022-07-09
GBP,0.831,1.204,2022-07-09
HKD,7.849,0.127,2022-07-09
INR,79.267,0.013,2022-07-09
MXN,20.461,0.049,2022-07-09
PEN,3.822,0.262,2022-07-09
PHP,55.954,0.018,2022-07-09
PLN,4.685,0.213,2022-07-09
SGD,1.399,0.715,2022-07-09
NZD,1.614,0.619,2022-07-09
AUD,1.461,0.684,2022-07-10
CAD,1.294,0.772,2022-07-10
CHF,0.977,1.024,2022-07-10
CNY,6.697,0.149,2022-07-10
EUR,0.981,1.019,2022-07-10
GBP,0.831,1.203,2022-07-10
HKD,7.849,0.127,2022-07-10
INR,79.296,0.013,2022-07-10
MXN,20.456,0.049,2022-07-10
PEN,3.89,0.257,2022-07-10
PHP,55.853,0.018,2022-07-10
PLN,4.683,0.214,2022-07-10
SGD,1.399,0.715,2022-07-10
NZD,1.614,0.62,2022-07-10
AUD,1.482,0.675,2022-07-11
CAD,1.298,0.77,2022-07-11
CHF,0.98,1.021,2022-07-11
CNY,6.717,0.149,2022-07-11
EUR,0.992,1.009,2022-07-11
GBP,0.84,1.19,2022-07-11
HKD,7.85,0.127,2022-07-11
INR,79.475,0.013,2022-07-11
MXN,20.74,0.048,2022-07-11
PEN,3.937,0.254,2022-07-11
PHP,56.028,0.018,2022-07-11
PLN,4.765,0.21,2022-07-11
SGD,1.404,0.712,2022-07-11
NZD,1.63,0.613,2022-07-11
AUD,1.477,0.677,2022-07-12
CAD,1.301,0.769,2022-07-12
CHF,0.981,1.019,2022-07-12
CNY,6.724,0.149,2022-07-12
EUR,0.993,1.007,2022-07-12
GBP,0.84,1.19,2022-07-12
HKD,7.85,0.127,2022-07-12
INR,79.457,0.013,2022-07-12
MXN,20.754,0.048,2022-07-12
PEN,3.967,0.252,2022-07-12
PHP,56.36,0.018,2022-07-12
PLN,4.789,0.209,2022-07-12
SGD,1.406,0.711,2022-07-12
NZD,1.629,0.614,2022-07-12
AUD,1.474,0.678,2022-07-13
CAD,1.296,0.772,2022-07-13
CHF,0.979,1.022,2022-07-13
CNY,6.719,0.149,2022-07-13
EUR,0.992,1.008,2022-07-13
GBP,0.839,1.192,2022-07-13
HKD,7.85,0.127,2022-07-13
INR,79.692,0.013,2022-07-13
MXN,20.742,0.048,2022-07-13
PEN,3.954,0.253,2022-07-13
PHP,56.288,0.018,2022-07-13
PLN,4.783,0.209,2022-07-13
SGD,1.405,0.712,2022-07-13
NZD,1.625,0.615,2022-07-13
AUD,1.483,0.674,2022-07-14
CAD,1.31,0.763,2022-07-14
CHF,0.983,1.017,2022-07-14
CNY,6.756,0.148,2022-07-14
EUR,0.997,1.003,2022-07-14
GBP,0.846,1.183,2022-07-14
HKD,7.85,0.127,2022-07-14
INR,79.932,0.013,2022-07-14
MXN,20.869,0.048,2022-07-14
PEN,3.953,0.253,2022-07-14
PHP,56.326,0.018,2022-07-14
PLN,4.8,0.208,2022-07-14
SGD,1.403,0.713,2022-07-14
NZD,1.633,0.612,2022-07-14
AUD,1.472,0.679,2022-07-15
CAD,1.304,0.767,2022-07-15
CHF,0.977,1.023,2022-07-15
CNY,6.757,0.148,2022-07-15
EUR,0.991,1.009,2022-07-15
GBP,0.843,1.187,2022-07-15
HKD,7.85,0.127,2022-07-15
INR,79.776,0.013,2022-07-15
MXN,20.581,0.049,2022-07-15
PEN,3.897,0.257,2022-07-15
PHP,56.307,0.018,2022-07-15
PLN,4.734,0.211,2022-07-15
SGD,1.399,0.715,2022-07-15
NZD,1.623,0.616,2022-07-15
AUD,1.473,0.679,2022-07-16
CAD,1.304,0.767,2022-07-16
CHF,0.976,1.024,2022-07-16
CNY,6.757,0.148,2022-07-16
EUR,0.991,1.009,2022-07-16
GBP,0.843,1.187,2022-07-16
HKD,7.85,0.127,2022-07-16
INR,79.774,0.013,2022-07-16
MXN,20.55,0.049,2022-07-16
PEN,3.895,0.257,2022-07-16
PHP,56.301,0.018,2022-07-16
PLN,4.737,0.211,2022-07-16
SGD,1.4,0.714,2022-07-16
NZD,1.623,0.616,2022-07-16
AUD,1.478,0.677,2022-07-17
CAD,1.303,0.767,2022-07-17
CHF,0.977,1.024,2022-07-17
CNY,6.756,0.148,2022-07-17
EUR,0.991,1.009,2022-07-17
GBP,0.843,1.186,2022-07-17
HKD,7.85,0.127,2022-07-17
INR,79.783,0.013,2022-07-17
MXN,20.566,0.049,2022-07-17
PEN,3.895,0.257,2022-07-17
PHP,56.3,0.018,2022-07-17
PLN,4.736,0.211,2022-07-17
SGD,1.4,0.714,2022-07-17
NZD,1.622,0.616,2022-07-17
AUD,1.462,0.684,2022-07-18
CAD,1.292,0.774,2022-07-18
CHF,0.976,1.024,2022-07-18
CNY,6.744,0.148,2022-07-18
EUR,0.984,1.016,2022-07-18
GBP,0.834,1.199,2022-07-18
HKD,7.85,0.127,2022-07-18
INR,80.009,0.012,2022-07-18
MXN,20.388,0.049,2022-07-18
PEN,3.894,0.257,2022-07-18
PHP,56.31,0.018,2022-07-18
PLN,4.7,0.213,2022-07-18
SGD,1.396,0.716,2022-07-18
NZD,1.62,0.617,2022-07-18
AUD,1.449,0.69,2022-07-19
CAD,1.289,0.776,2022-07-19
CHF,0.968,1.033,2022-07-19
CNY,6.745,0.148,2022-07-19
EUR,0.977,1.024,2022-07-19
GBP,0.832,1.202,2022-07-19
HKD,7.85,0.127,2022-07-19
INR,79.902,0.013,2022-07-19
MXN,20.468,0.049,2022-07-19
PEN,3.876,0.258,2022-07-19
PHP,56.159,0.018,2022-07-19
PLN,4.647,0.215,2022-07-19
SGD,1.392,0.719,2022-07-19
NZD,1.606,0.623,2022-07-19
AUD,1.45,0.689,2022-07-20
CAD,1.288,0.777,2022-07-20
CHF,0.972,1.029,2022-07-20
CNY,6.755,0.148,2022-07-20
EUR,0.979,1.021,2022-07-20
GBP,0.834,1.199,2022-07-20
HKD,7.85,0.127,2022-07-20
INR,79.988,0.013,2022-07-20
MXN,20.469,0.049,2022-07-20
PEN,3.88,0.258,2022-07-20
PHP,56.256,0.018,2022-07-20
PLN,4.67,0.214,2022-07-20
SGD,1.392,0.718,2022-07-20
NZD,1.604,0.624,2022-07-20
AUD,1.45,0.69,2022-07-21
CAD,1.288,0.776,2022-07-21
CHF,0.969,1.032,2022-07-21
CNY,6.766,0.148,2022-07-21
EUR,0.98,1.02,2022-07-21
GBP,0.836,1.197,2022-07-21
HKD,7.849,0.127,2022-07-21
INR,79.865,0.013,2022-07-21
MXN,20.663,0.048,2022-07-21
PEN,3.912,0.256,2022-07-21
PHP,56.357,0.018,2022-07-21
PLN,4.662,0.214,2022-07-21
SGD,1.392,0.718,2022-07-21
NZD,1.608,0.622,2022-07-21
AUD,1.44,0.695,2022-07-22
CAD,1.286,0.777,2022-07-22
CHF,0.961,1.04,2022-07-22
CNY,6.752,0.148,2022-07-22
EUR,0.978,1.023,2022-07-22
GBP,0.832,1.202,2022-07-22
HKD,7.849,0.127,2022-07-22
INR,79.848,0.013,2022-07-22
MXN,20.508,0.049,2022-07-22
PEN,3.914,0.256,2022-07-22
PHP,56.125,0.018,2022-07-22
PLN,4.638,0.216,2022-07-22
SGD,1.387,0.721,2022-07-22
NZD,1.594,0.627,2022-07-22
AUD,1.443,0.693,2022-07-23
CAD,1.292,0.774,2022-07-23
CHF,0.964,1.038,2022-07-23
CNY,6.751,0.148,2022-07-23
EUR,0.979,1.021,2022-07-23
GBP,0.833,1.2,2022-07-23
HKD,7.849,0.127,2022-07-23
INR,79.849,0.013,2022-07-23
MXN,20.537,0.049,2022-07-23
PEN,3.904,0.256,2022-07-23
PHP,56.14,0.018,2022-07-23
PLN,4.639,0.216,2022-07-23
SGD,1.388,0.721,2022-07-23
NZD,1.599,0.625,2022-07-23
AUD,1.446,0.691,2022-07-24
CAD,1.291,0.774,2022-07-24
CHF,0.962,1.039,2022-07-24
CNY,6.751,0.148,2022-07-24
EUR,0.98,1.021,2022-07-24
GBP,0.833,1.2,2022-07-24
HKD,7.848,0.127,2022-07-24
INR,79.865,0.013,2022-07-24
MXN,20.52,0.049,2022-07-24
PEN,3.905,0.256,2022-07-24
PHP,56.141,0.018,2022-07-24
PLN,4.642,0.215,2022-07-24
SGD,1.388,0.721,2022-07-24
NZD,1.597,0.626,2022-07-24
AUD,1.438,0.695,2022-07-25
CAD,1.285,0.778,2022-07-25
CHF,0.965,1.036,2022-07-25
CNY,6.752,0.148,2022-07-25
EUR,0.98,1.021,2022-07-25
GBP,0.831,1.204,2022-07-25
HKD,7.849,0.127,2022-07-25
INR,79.812,0.013,2022-07-25
MXN,20.463,0.049,2022-07-25
PEN,3.914,0.255,2022-07-25
PHP,55.835,0.018,2022-07-25
PLN,4.623,0.216,2022-07-25
SGD,1.387,0.721,2022-07-25
NZD,1.598,0.626,2022-07-25
AUD,1.441,0.694,2022-07-26
CAD,1.289,0.776,2022-07-26
CHF,0.963,1.038,2022-07-26
CNY,6.764,0.148,2022-07-26
EUR,0.988,1.012,2022-07-26
GBP,0.831,1.203,2022-07-26
HKD,7.85,0.127,2022-07-26
INR,79.833,0.013,2022-07-26
MXN,20.475,0.049,2022-07-26
PEN,3.919,0.255,2022-07-26
PHP,55.452,0.018,2022-07-26
PLN,4.707,0.212,2022-07-26
SGD,1.39,0.72,2022-07-26
NZD,1.604,0.623,2022-07-26
AUD,1.445,0.692,2022-07-27
CAD,1.288,0.776,2022-07-27
CHF,0.965,1.036,2022-07-27
CNY,6.759,0.148,2022-07-27
EUR,0.989,1.011,2022-07-27
GBP,0.831,1.203,2022-07-27
HKD,7.85,0.127,2022-07-27
INR,79.93,0.013,2022-07-27
MXN,20.503,0.049,2022-07-27
PEN,3.921,0.255,2022-07-27
PHP,55.587,0.018,2022-07-27
PLN,4.738,0.211,2022-07-27
SGD,1.388,0.72,2022-07-27
NZD,1.613,0.62,2022-07-27
AUD,1.434,0.697,2022-07-28
CAD,1.284,0.779,2022-07-28
CHF,0.957,1.045,2022-07-28
CNY,6.747,0.148,2022-07-28
EUR,0.984,1.016,2022-07-28
GBP,0.825,1.212,2022-07-28
HKD,7.85,0.127,2022-07-28
INR,79.649,0.013,2022-07-28
MXN,20.384,0.049,2022-07-28
PEN,3.925,0.255,2022-07-28
PHP,55.841,0.018,2022-07-28
PLN,4.685,0.213,2022-07-28
SGD,1.381,0.724,2022-07-28
NZD,1.593,0.628,2022-07-28
AUD,1.432,0.698,2022-07-29
CAD,1.28,0.781,2022-07-29
CHF,0.952,1.051,2022-07-29
CNY,6.744,0.148,2022-07-29
EUR,0.98,1.02,2022-07-29
GBP,0.821,1.218,2022-07-29
HKD,7.85,0.127,2022-07-29
INR,79.354,0.013,2022-07-29
MXN,20.376,0.049,2022-07-29
PEN,3.935,0.254,2022-07-29
PHP,55.216,0.018,2022-07-29
PLN,4.641,0.215,2022-07-29
SGD,1.381,0.724,2022-07-29
NZD,1.593,0.628,2022-07-29
AUD,1.431,0.699,2022-07-30
CAD,1.28,0.781,2022-07-30
CHF,0.953,1.05,2022-07-30
CNY,6.744,0.148,2022-07-30
EUR,0.978,1.023,2022-07-30
GBP,0.821,1.218,2022-07-30
HKD,7.85,0.127,2022-07-30
INR,79.333,0.013,2022-07-30
MXN,20.364,0.049,2022-07-30
PEN,3.912,0.256,2022-07-30
PHP,55.367,0.018,2022-07-30
PLN,4.633,0.216,2022-07-30
SGD,1.381,0.724,2022-07-30
NZD,1.592,0.628,2022-07-30
AUD,1.43,0.699,2022-07-31
CAD,1.28,0.781,2022-07-31
CHF,0.951,1.051,2022-07-31
CNY,6.744,0.148,2022-07-31
EUR,0.978,1.022,2022-07-31
GBP,0.821,1.218,2022-07-31
HKD,7.85,0.127,2022-07-31
INR,79.341,0.013,2022-07-31
MXN,20.36,0.049,2022-07-31
PEN,3.918,0.255,2022-07-31
PHP,55.367,0.018,2022-07-31
PLN,4.631,0.216,2022-07-31
SGD,1.381,0.724,2022-07-31
NZD,1.604,0.624,2022-07-31
AUD,1.422,0.703,2022-08-01
CAD,1.284,0.779,2022-08-01
CHF,0.949,1.054,2022-08-01
CNY,6.768,0.148,2022-08-01
EUR,0.974,1.027,2022-08-01
GBP,0.815,1.227,2022-08-01
HKD,7.85,0.127,2022-08-01
INR,78.95,0.013,2022-08-01
MXN,20.26,0.049,2022-08-01
PEN,3.884,0.257,2022-08-01
PHP,55.387,0.018,2022-08-01
PLN,4.593,0.218,2022-08-01
SGD,1.376,0.727,2022-08-01
NZD,1.576,0.634,2022-08-01
AUD,1.438,0.695,2022-08-02
CAD,1.285,0.778,2022-08-02
CHF,0.954,1.048,2022-08-02
CNY,6.752,0.148,2022-08-02
EUR,0.981,1.019,2022-08-02
GBP,0.818,1.222,2022-08-02
HKD,7.85,0.127,2022-08-02
INR,78.494,0.013,2022-08-02
MXN,20.522,0.049,2022-08-02
PEN,3.919,0.255,2022-08-02
PHP,55.512,0.018,2022-08-02
PLN,4.623,0.216,2022-08-02
SGD,1.38,0.725,2022-08-02
NZD,1.592,0.628,2022-08-02
AUD,1.443,0.693,2022-08-03
CAD,1.287,0.777,2022-08-03
CHF,0.963,1.038,2022-08-03
CNY,6.757,0.148,2022-08-03
EUR,0.986,1.014,2022-08-03
GBP,0.824,1.213,2022-08-03
HKD,7.85,0.127,2022-08-03
INR,79.13,0.013,2022-08-03
MXN,20.567,0.049,2022-08-03
PEN,3.914,0.255,2022-08-03
PHP,55.732,0.018,2022-08-03
PLN,4.631,0.216,2022-08-03
SGD,1.382,0.724,2022-08-03
NZD,1.6,0.625,2022-08-03
AUD,1.436,0.697,2022-08-04
CAD,1.285,0.778,2022-08-04
CHF,0.957,1.045,2022-08-04
CNY,6.749,0.148,2022-08-04
EUR,0.978,1.022,2022-08-04
GBP,0.824,1.214,2022-08-04
HKD,7.85,0.127,2022-08-04
INR,79.205,0.013,2022-08-04
MXN,20.33,0.049,2022-08-04
PEN,3.894,0.257,2022-08-04
PHP,55.528,0.018,2022-08-04
PLN,4.623,0.216,2022-08-04
SGD,1.377,0.726,2022-08-04
NZD,1.588,0.63,2022-08-04
AUD,1.45,0.69,2022-08-05
CAD,1.294,0.773,2022-08-05
CHF,0.964,1.038,2022-08-05
CNY,6.762,0.148,2022-08-05
EUR,0.983,1.017,2022-08-05
GBP,0.829,1.206,2022-08-05
HKD,7.85,0.127,2022-08-05
INR,79.41,0.013,2022-08-05
MXN,20.405,0.049,2022-08-05
PEN,3.893,0.257,2022-08-05
PHP,55.616,0.018,2022-08-05
PLN,4.632,0.216,2022-08-05
SGD,1.382,0.723,2022-08-05
NZD,1.603,0.624,2022-08-05
AUD,1.444,0.692,2022-08-06
CAD,1.294,0.773,2022-08-06
CHF,0.962,1.04,2022-08-06
CNY,6.757,0.148,2022-08-06
EUR,0.982,1.018,2022-08-06
GBP,0.828,1.207,2022-08-06
HKD,7.85,0.127,2022-08-06
INR,79.376,0.013,2022-08-06
MXN,20.419,0.049,2022-08-06
PEN,3.904,0.256,2022-08-06
PHP,55.561,0.018,2022-08-06
PLN,4.621,0.216,2022-08-06
SGD,1.381,0.724,2022-08-06
NZD,1.603,0.624,2022-08-06
AUD,1.438,0.696,2022-08-07
CAD,1.293,0.773,2022-08-07
CHF,0.962,1.04,2022-08-07
CNY,6.758,0.148,2022-08-07
EUR,0.982,1.018,2022-08-07
GBP,0.828,1.207,2022-08-07
HKD,7.85,0.127,2022-08-07
INR,79.376,0.013,2022-08-07
MXN,20.416,0.049,2022-08-07
PEN,3.904,0.256,2022-08-07
PHP,55.562,0.018,2022-08-07
PLN,4.621,0.216,2022-08-07
SGD,1.381,0.724,2022-08-07
NZD,1.603,0.624,2022-08-07
AUD,1.431,0.699,2022-08-08
CAD,1.285,0.778,2022-08-08
CHF,0.955,1.047,2022-08-08
CNY,6.751,0.148,2022-08-08
EUR,0.98,1.021,2022-08-08
GBP,0.827,1.21,2022-08-08
HKD,7.85,0.127,2022-08-08
INR,79.603,0.013,2022-08-08
MXN,20.296,0.049,2022-08-08
PEN,3.9,0.256,2022-08-08
PHP,55.413,0.018,2022-08-08
PLN,4.605,0.217,2022-08-08
SGD,1.378,0.725,2022-08-08
NZD,1.591,0.629,2022-08-08
AUD,1.434,0.697,2022-08-09
CAD,1.288,0.776,2022-08-09
CHF,0.953,1.05,2022-08-09
CNY,6.753,0.148,2022-08-09
EUR,0.978,1.023,2022-08-09
GBP,0.827,1.209,2022-08-09
HKD,7.85,0.127,2022-08-09
INR,79.587,0.013,2022-08-09
MXN,20.29,0.049,2022-08-09
PEN,3.933,0.254,2022-08-09
PHP,55.609,0.018,2022-08-09
PLN,4.597,0.218,2022-08-09
SGD,1.378,0.726,2022-08-09
NZD,1.591,0.629,2022-08-09
AUD,1.409,0.71,2022-08-10
CAD,1.277,0.783,2022-08-10
CHF,0.941,1.062,2022-08-10
CNY,6.724,0.149,2022-08-10
EUR,0.968,1.033,2022-08-10
GBP,0.817,1.224,2022-08-10
HKD,7.847,0.127,2022-08-10
INR,79.102,0.013,2022-08-10
MXN,19.963,0.05,2022-08-10
PEN,3.916,0.255,2022-08-10
PHP,55.39,0.018,2022-08-10
PLN,4.522,0.221,2022-08-10
SGD,1.369,0.73,2022-08-10
NZD,1.556,0.642,2022-08-10
AUD,1.405,0.712,2022-08-11
CAD,1.275,0.785,2022-08-11
CHF,0.939,1.065,2022-08-11
CNY,6.745,0.148,2022-08-11
EUR,0.967,1.034,2022-08-11
GBP,0.818,1.222,2022-08-11
HKD,7.844,0.127,2022-08-11
INR,79.547,0.013,2022-08-11
MXN,19.929,0.05,2022-08-11
PEN,3.885,0.257,2022-08-11
PHP,55.38,0.018,2022-08-11
PLN,4.529,0.221,2022-08-11
SGD,1.368,0.731,2022-08-11
NZD,1.552,0.644,2022-08-11
AUD,1.407,0.711,2022-08-12
CAD,1.278,0.782,2022-08-12
CHF,0.943,1.06,2022-08-12
CNY,6.742,0.148,2022-08-12
EUR,0.975,1.026,2022-08-12
GBP,0.824,1.213,2022-08-12
HKD,7.839,0.128,2022-08-12
INR,79.652,0.013,2022-08-12
MXN,19.872,0.05,2022-08-12
PEN,3.879,0.258,2022-08-12
PHP,55.69,0.018,2022-08-12
PLN,4.546,0.22,2022-08-12
SGD,1.372,0.729,2022-08-12
NZD,1.553,0.644,2022-08-12
AUD,1.404,0.712,2022-08-13
CAD,1.277,0.783,2022-08-13
CHF,0.941,1.062,2022-08-13
CNY,6.743,0.148,2022-08-13
EUR,0.975,1.026,2022-08-13
GBP,0.824,1.214,2022-08-13
HKD,7.836,0.128,2022-08-13
INR,79.644,0.013,2022-08-13
MXN,19.849,0.05,2022-08-13
PEN,3.867,0.259,2022-08-13
PHP,55.682,0.018,2022-08-13
PLN,4.537,0.22,2022-08-13
SGD,1.371,0.729,2022-08-13
NZD,1.549,0.645,2022-08-13
AUD,1.404,0.712,2022-08-14
CAD,1.277,0.783,2022-08-14
CHF,0.941,1.062,2022-08-14
CNY,6.743,0.148,2022-08-14
EUR,0.975,1.026,2022-08-14
GBP,0.824,1.213,2022-08-14
HKD,7.836,0.128,2022-08-14
INR,79.647,0.013,2022-08-14
MXN,19.852,0.05,2022-08-14
PEN,3.867,0.259,2022-08-14
PHP,55.667,0.018,2022-08-14
PLN,4.537,0.22,2022-08-14
SGD,1.371,0.729,2022-08-14
NZD,1.549,0.645,2022-08-14
AUD,1.42,0.704,2022-08-15
CAD,1.289,0.776,2022-08-15
CHF,0.945,1.058,2022-08-15
CNY,6.773,0.148,2022-08-15
EUR,0.982,1.018,2022-08-15
GBP,0.827,1.208,2022-08-15
HKD,7.837,0.128,2022-08-15
INR,79.49,0.013,2022-08-15
MXN,19.845,0.05,2022-08-15
PEN,3.861,0.259,2022-08-15
PHP,55.847,0.018,2022-08-15
PLN,4.595,0.218,2022-08-15
SGD,1.377,0.726,2022-08-15
NZD,1.567,0.638,2022-08-15
AUD,1.426,0.701,2022-08-16
CAD,1.287,0.777,2022-08-16
CHF,0.951,1.052,2022-08-16
CNY,6.789,0.147,2022-08-16
EUR,0.983,1.017,2022-08-16
GBP,0.827,1.209,2022-08-16
HKD,7.842,0.128,2022-08-16
INR,79.316,0.013,2022-08-16
MXN,19.923,0.05,2022-08-16
PEN,3.87,0.258,2022-08-16
PHP,55.882,0.018,2022-08-16
PLN,4.596,0.218,2022-08-16
SGD,1.379,0.725,2022-08-16
NZD,1.578,0.634,2022-08-16
